key,name
619023,Atovaquone and Proguanil
619024,Emapalumab-lzsg Injection
619025,Loteprednol Ophthalmic
619026,Romosozumab-aqqg Injection
619027,Siponimod
619028,Testosterone
619029,Acyclovir Ophthalmic
619030,Caplacizumab-yhdp Injection
619031,Erdafitinib
619032,Esomeprazole Injection
619033,Gentamicin Topical
619034,Pantoprazole Injection
619035,Risankizumab-rzaa Injection
619036,Alpelisib
619037,Brexanolone Injection
619038,Cladribine
619039,Polatuzumab vedotin-piiq Injection
619040,Solriamfetol
619041,Trastuzumab and Hyaluronidase-oysk Injection
619042,Acyclovir Buccal
619043,Dolutegravir and Lamivudine
619044,Selinexor
619045,Darolutamide
619046,"Imipenem, Cilastatin, and Relebactam Injection"
619047,Rituximab and Hyaluronidase Human Injection
619048,Triclabendazole
619049,Entrectinib
619050,Pexidartinib
619051,Upadacitinib
619052,Glucagon Nasal Powder
619053,Istradefylline
619054,Bremelanotide Injection
619055,Pitolisant
619056,Pretomanid
619057,Semaglutide
619058,Fedratinib
619059,Lefamulin
619060,Lefamulin Injection
619061,"Elexacaftor, Tezacaftor, and Ivacaftor"
619062,Phenytoin Injection
619063,Fosphenytoin Injection
620001,Brolucizumab-dbll Injection
620002,Diroximel Fumarate
620003,Minocycline Topical
620004,Trifarotene Topical
620005,Enfortumab vedotin-ejfv Injection
620006,Fam-trastuzumab deruxtecan-nxki Injection
620007,Benzhydrocodone and Acetaminophen
620008,Cefiderocol Injection
620009,Zanubrutinib
620010,Crizanlizumab-tmca Injection
620011,Voxelotor
620012,Ganciclovir Ophthalmic
620013,Avapritinib
620014,Lumateperone
620015,Lasmiditan
620016,Ubrogepant
620017,Calcium Acetate
620018,Tazemetostat
620019,Asenapine Transdermal Patch
620020,Bempedoic Acid
620021,Cenobamate
620022,Eptinezumab-jjmr Injection
620023,Isatuximab-irfc Injection
620024,Meloxicam Injection
620025,Teprotumumab-trbw Injection
620026,Diazepam Nasal Spray
620027,Mitomycin Pyelocalyceal
620028,Pemigatinib
620029,Ozanimod
620030,Selumetinib
620031,Rimegepant
620032,Tucatinib
620033,Remdesivir Injection
620034,Sacituzumab govitecan-hziy Injection
620035,Ripretinib
620036,Selpercatinib
620038,Capmatinib
620039,Lemborexant
620040,Daratumumab and Hyaluronidase-fihj Injection
620041,Tolvaptan (kidney disease)
620042,"Elagolix, Estradiol, and Norethindrone"
620043,Luspatercept-aamt Injection
620044,Apomorphine Sublingual
620045,Fenfluramine
620046,Fostemsavir
620047,"Lactic Acid, Citric Acid, and Potassium Bitartrate Vaginal Contraceptive"
620048,"Pertuzumab, Trastuzumab, and Hyaluronidase-zzxf Injection"
620049,Lurbinectedin Injection
620050,Decitabine and Cedazuridine
620051,Octreotide
620052,Belantamab Mafodotin-blmf Injection
620053,Tafasitamab-cxix Injection
620054,Brexucabtagene Autoleucel Injection
620055,Capsaicin Topical
620056,Capsaicin Transdermal Patch
620057,Pralsetinib
620058,Cholecalciferol (Vitamin D3)
620059,Opicapone
620060,Azacitidine
620061,Nifurtimox
620062,Bamlanivimab Injection
620063,Casirivimab and Imdevimab Injection
620064,Metoclopramide Nasal Spray
620065,Satralizumab-mwge Injection
621001,"Calcium, Magnesium, Potassium, and Sodium Oxybate"
621002,"COVID-19 Vaccine, mRNA Bivalent (Moderna)"
621003,"COVID-19 Vaccine, mRNA, Bivalent (Pfizer-BioNTech)"
621004,Margetuximab-cmkb Injection
621005,Naxitamab-gqgk Injection
621006,Relugolix
621007,"COVID-19 Vaccine, Viral Vector (Janssen [Johnson and Johnson])"
621008,Bamlanivimab and Etesevimab Injection
621009,Cabotegravir and Rilpivirine Injection
621010,Cabotegravir
621011,Progestin-Only (drospirenone) Oral Contraceptives
621012,Tepotinib
621013,Tirbanibulin Topical
621014,Vericiguat
621015,Vibegron
621016,Acetaminophen Rectal
621017,Lisocabtagene Maraleucel Injection
621018,Tivozanib
621019,Umbralisib
621020,Trilaciclib Injection
621021,Aspirin Rectal
621022,Dasiglucagon Injection
621023,Evinacumab-dgnb Injection
621024,Idecabtagene Vicleucel Injection
621025,Ponesimod
621026,Serdexmethylphenidate and Dexmethylphenidate
621027,Viloxazine
621028,Vitamin A
621029,Vitamin E (Alpha-Tocopherol)
621030,Dostarlimab-gxly Injection
621031,Loncastuximab Tesirine-lpyl Injection
621032,Melphalan Flufenamide Injection
621033,Aducanumab-avwa Injection
621034,Amivantamab-vmjw Injection
621035,Cetirizine Ophthalmic
621036,Sotorasib
621037,Sotrovimab Injection
621038,Finerenone
621039,Ibrexafungerp
621040,Indomethacin Rectal
621041,Infigratinib
621042,Asparaginase Erwinia Chrysanthemi (recombinant)-rywn Injection
621043,Belumosudil
621044,Midazolam Nasal Spray
621045,Pegcetacoplan Injection
621046,Anifrolumab-fnia Injection
621047,Belzutifan
621048,Mobocertinib
621049,Odevixibat
621050,Ofatumumab Injection (Multiple Sclerosis)
621051,Olanzapine and Samidorphan
621052,Atogepant
621053,Ruxolitinib Topical
621054,Tisotumab vedotin-tftv
621055,Asciminib
621056,Maralixibat
621057,Varenicline Nasal Spray
621058,Tixagevimab and Cilgavimab
622001,Atazanavir and Cobicistat
622002,Dihydroergotamine Nasal Spray
622003,Darunavir and Cobicistat
622004,Ferric Citrate
622005,Nirmatrelvir and Ritonavir
622006,Sirolimus (with albumin) Injection
622007,Selexipag Injection
622008,Abrocitinib
622009,Inclisiran injection
622010,Tezepelumab Injection
622011,Tralokinumab-ldrm injection
622012,Vosoritide
622013,Levetiracetam Injection
622014,Bebtelovimab Injection
622015,C1-Esterase Inhibitor (Recombinant) Injection
622016,C1-Esterase Inhibitor Human Injection
622017,Lonapegsomatropin-tcgd injection
622018,Mitapivat
622019,Ropeginterferon alfa-2b
622020,Somapacitan-beco Injection
622021,Voclosporin
622022,Somatropin Injection
622023,Avacopan
622024,Canakinumab Injection
622025,Levoketoconazole
622026,Mecasermin Injection
622027,Molnupiravir
622028,Monomethyl Fumarate
622029,Pasireotide Injection
622030,Rilonacept Injection
622032,Tafamidis
622033,Tebentafusp injection
622034,Daridorexant
622035,Lanadelumab-flyo injection
622036,Lonafarnib
622037,Nivolumab and relatlimab-rmbw
622038,Treprostinil Injection
622039,Treprostinil Oral Inhalation
622040,Treprostinil
622041,Ciltacabtagene Autoleucel Injection
622042,Epoprostenol
622043,Pacritinib
622044,Tirzepatide injection
622045,Allopurinol Injection
622046,Emicizumab-kxwh Injection
622047,Mavacamten
622048,Sutimlimab-jome Injection
622049,Tapinarof Topical
622050,Vonoprazan and Amoxicillin
622051,"Vonoprazan, Clarithromycin, and Amoxicillin"
622052,Smallpox/Mpox Vaccine
622053,Cabotegravir Injection
622054,"COVID-19 Vaccine, Adjuvanted"
622055,Difelikefalin Injection
622056,Edaravone Oral
622057,Efgartigimod alfa-fcab Injection
622058,Ganaxolone
622059,Setmelanotide Injection
622060,Tenapanor (Ibsrela)
622061,Vutrisiran Injection
622062,Amisulpride Injection
622063,Lutetium Lu 177 Vipivotide Tetraxetan Injection
622064,Oliceridine Injection
622065,Betibeglogene autotemcel Injection
622066,DaxibotulinumtoxinA-lanm
622067,Deucravacitinib
622068,Mycophenolate Injection
622069,"Relugolix, Estradiol, and Norethindrone"
622070,Dextromethorphan and Bupropion
622071,Elivaldogene autotemcel Injection
622072,Futibatinib
622073,Omidenepag Isopropyl Ophthalmic
622074,Dexmedetomidine Sublingual and Buccal
622075,Mirvetuximab soravtansine-gynx Injection
622076,Teclistamab-cqyv Injection
622077,Teplizumab-mzwv injection
622078,Tremelimumab-actl Injection
623001,Etranacogene dezaparvovec-drlb Injection
623002,Olutasidenib
623003,Adagrasib
623004,Lecanemab-irmb Injection
623005,Lenacapavir Injection
623006,Lenacapavir
623007,Mosunetuzumab-axgb Injection
623008,Ublituximab-xiiy injection
623009,Budesonide and Albuterol Oral Inhalation
623010,Daprodustat
623011,Elacestrant
623012,Pirtobrutinib
623013,Progesterone Vaginal
623014,Sodium Phenylbutyrate and Taurursodiol
623015,Velmanase alfa
623016,Leniolisib
623017,Retifanlimab-dlwr Injection
623018,Sparsentan
623019,Trofinetide
623020,Amikacin Oral Inhalation
623021,Rezafungin Injection
623022,Budesonide and Formoterol Oral Inhalation
623023,Epcoritamab-bysp Injection
623024,Tofersen Injection
623025,Agalsidase beta Injection
623026,Beremagene geperpavec-svdt
623027,Bexagliflozin
623028,Buprenorphine Injection (Pain Relief)
623029,Nalmefene Injection
623030,Nalmefene Nasal Spray
623031,Pegunigalsidase alfa-iwxj Injection
623032,Nebivolol and Valsartan
623033,Nirsevimab-alip
623034,Quizartinib
623035,RSV (Respiratory Syncytial Virus) Vaccine
623036,Icatibant injection
623037,Niraparib and Abiraterone
623038,Palovarotene
623039,Progestin-Only (norgestrel) Oral Contraceptives
623040,Rozanolixizumab-noli
623041,Somatrogon-ghla injection
623042,"COVID-19 Vaccine, mRNA"
623043,Cetirizine
623044,Cantharidin Topical
623045,Elranatamab-bcmm
623046,Glofitamab-gxbm
623047,Talquetamab-tgvs
623048,Zuranolone
623049,Bimekizumab-bkzx injection
623050,Etrasimod
623051,Fezolinetant
623052,Gepirone
623053,Momelotinib
623054,Perfluorohexyloctane ophthalmic
623055,Pozelimab-bbfg Injection
623056,Capivasertib
623057,Cipaglucosidase alfa-atga
623058,Delandistrogene moxeparvovec-rokl Injection
623059,Durlobactam Injection and Sulbactam Injection
623060,Fruquintinib
623061,Mirikizumab-mrkz Injection
623062,Nadofaragene firadenovec-vncg Intravesical
623063,Repotrectinib
623064,Valoctocogene roxaparvovec-rvox Injection
623065,Zavegepant Nasal Spray
624001,Efbemalenograstim alfa-vuxw Injection
624002,Zilucoplan Injection
624003,Tenapanor (Xphozah)
624004,Toripalimab-tpzi Injection
624005,Vamorolone
624006,Vonoprazan
624007,Berdazimer Topical
624008,Eflornithine
624009,Iptacopan
624010,Nedosiran Injection
624011,Nirogacestat
624012,"Omeprazole, Clarithromycin, and Amoxicillin"
624013,Budesonide Oral Suspension (Eosinophilic Esophagitis)
624014,Methadone Injection
624015,Ritlecitinib
624016,Birch Triterpenes Topical
624017,Eplontersen injection
624018,Exagamglogene autotemcel
624019,Lifileucel Injection
624020,Lovotibeglogene autotemcel Injection
624021,Resmetirom
624022,Sotagliflozin
624023,Aprocitentan
624024,Atidarsagene Autotemcel Injection
624025,Givinostat
624026,Tislelizumab-jsgr injection
624027,Diazepam Buccal
624028,Fidanacogene elaparvovec-dzkt Injection
624029,Macitentan and Tadalafil
624030,Oteseconazole
624031,Pivmecillinam
624032,Tovorafenib
624033,Vadadustat
624034,Nogapendekin alfa inbakicept-pmln Intravesical
624035,Imetelstat Injection
624036,Mavorixafor
624037,Tarlatamab-dlle Injection
624038,Dolutegravir and Rilpivirine
624039,Elafibranor
624040,Ensifentrine Oral Inhalation
624041,"RSV (Respiratory Syncytial Virus) Vaccine, mRNA"
624042,Afamitresgene Autoleucel Injection
624043,Axatilimab-csfr Injection
624044,Benzgalantamine
624045,Cerliponase alfa Injection
624046,Crovalimab-akkz injection
624047,Deuruxolitinib
624048,Donanemab-azbt injection
624049,Epinephrine Nasal Spray
624050,Micafungin Injection
624051,Palopegteriparatide Injection
624052,Sofpironium
624053,Sotatercept-csrk Injection
624054,Spesolimab-sbzo injection
624055,Vorasidenib
624056,Azithromycin ophthalmic
624057,Efgartigimod alfa and Hyaluronidase-qvfc Injection
624058,Lazertinib
624059,Nemolizumab-ilto injection
624060,Peanut (Arachis hypogaea) Allergen Powder-dnfp
624061,Pemivibart injection
624062,Seladelpar
624063,Levacetylleucine
624064,Lebrikizumab-lbkz Injection
624065,Arimoclomol
624066,Motixafortide Injection
624067,Anacaulase-bcdb topical
624068,Inavolisib
624069,Ocrelizumab and hyaluronidase-ocsq injection
624070,Xanomeline and trospium chloride
624071,Marstacimab-hncq injection
624072,Zolbetuximab-clzb Injection
624073,Faricimab-svoa Injection
624074,Atezolizumab and hyaluronidase-tqjs Injection
624075,Foscarbidopa and Foslevodopa Injection
624076,Gadolinium-based Contrast Agents
624077,Revumenib
624078,Zanidatamab-hrli Injection
624079,Immune Globulin Intramuscular (Human)
624080,Eladocagene exuparvovec-tneq Injection
624081,Estrogen and Progestin Transdermal Patch (Hormone Replacement Therapy)
624082,Immune Globulin Intravenous (Human)(IVIG)
624083,Immune Globulin Subcutaneous (Human)
624084,Obecabtagene Autoleucel Injection
625001,Alteplase Injection
625002,Cosibelimab-ipdl Injection
625003,Dexmedetomidine Injection
625004,Ensartinib
625005,Fentanyl Injection
625006,Propofol Injection
625007,Tenecteplase Injection
625008,Sugammadex Injection
625009,Crinecerfont
625010,Terlipressin Injection
625011,Zenocutuzumab-zbco Injection
625012,Sulopenem etzadroxil and Probenecid
625013,Acoramidis
625014,Aminolevulinic acid
625015,Chlorhexidine mouth rinse
625016,Chlorhexidine Topical
625017,Cyanocobalamin (Vitamin B12)
625018,Dobutamine Injection
625019,Norepinephrine Injection
625020,Olezarsen Injection
625021,Potassium Chloride Injection
625022,Prenatal Vitamins
625023,Potassium and Sodium Phosphates
625024,Remestemcel-l-rknd Injection
625025,Sodium Bicarbonate Injection
625026,Bupivacaine Injection
625027,Bupivacaine Liposomal Injection
625028,Triamcinolone Injection
625029,Nivolumab and hyaluronidase-nvhy Injection
625030,Datopotamab deruxtecan-dlnk Injection
625031,Anti-thymocyte Globulin (Equine) Injection
625032,Lidocaine and Prilocaine Topical
625033,Meloxicam and Rizatriptan
625034,Podofilox Topical
625035,Porfimer Injection
625036,Calcium Injection
625037,Lidocaine Injection (antiarrhythmic)
625038,Reteplase Injection
625039,Suzetrigine
625040,Concizumab-mtci Injection
625041,Alpha-1-Proteinase Inhibitor (Human)
625042,Ferric Derisomaltose Injection
625043,Mirdametinib
625044,Chenodiol
625045,Estetrol and Drospirenone (Oral Contraceptives)
625046,Ethinyl Estradiol and Desogestrel (Oral Contraceptive)
625047,Ethinyl Estradiol and Drosperinone (Oral Contraceptive)
625048,"Ethinyl Estradiol,  Drospirenone, and Levomefolate (Oral Contraceptives)"
625049,Ethinyl Estradiol and Levonorgestrel (Oral Contraceptives)
625050,Ethinyl Estradiol and Norgestimate (Oral Contraceptives)
625051,Ethinyl Estradiol and Norgestrel (Oral Contraceptives)
625052,Radium Ra 223 Injection
625053,Oxycodone Combination Products
625054,Aztreonam and Avibactam Injection
625056,Ethinyl Estradiol and Ethynodiol Diacetate (Oral Contraceptives)
625057,Etonogestrel Implant
625058,Fitusiran Injection
625059,Gepotidacin
625060,Landiolol Injection
625061,Lidocaine Injection (local anesthetic)
625062,"Omeprazole, Amoxicillin, and Rifabutin"
625063,Revakinagene Taroretcel-lwey Implant
625064,Risdiplam
625065,Treosulfan Injection
625066,"Vanzacaftor, Tezacaftor, and Deutivacaftor"
625067,Vimseltinib
625068,Penpulimab-kcqx Injection
625069,Osilodrostat
625070,Atrasentan
625071,Acoltremon Ophthalmic
625072,Avutometinib and Defactinib
625073,Diazoxide Choline
625074,Inebilizumab-cdon Injection
625075,"Emtricitabine, Rilpivirine, and Tenofovir alafenamide"
625076,"Elvitegravir, Cobicistat, Emtricitabine, and Tenofovir Alafenamide (AF)"
625077,Emtricitabine and Tenofovir alafenamide
625078,Nipocalimab-aahu Injection
625079,Prademagene zamikeracel topical
625080,Telisotuzumab vedotin-tllv Injection
625081,Tenofovir disproxil fumarate
625082,Clesrovimab-cfor Injection
625083,Garadacimab-gxii Injection
625084,Mitomycin Intravesical
625085,Linvoseltamab-gcpt Injection
625086,Ranibizumab Implant
625087,Sebetralstat
625088,Sunvozertinib
625089,Taletrectinib
625090,Cosyntropin Injection
625091,Aceclidine Ophthalmic
625092,Nitisinone
625093,Zongertinib
625094,Delgocitinib Topical
625095,Sepiapterin
625096,Pentazocine and Naloxone
625097,Dordaviprone
625098,Donidalorsen Injection
625099,Brensocatib
625100,Gemcitabine Intravesical System
625101,Migalastat
625102,Rilzabrutinib
625103,Elamipretide Injection
625104,Imlunestrant
625105,Moxidectin
625106,Paltusotine
625107,Nerandomilast
625108,Roflumilast topical
625109,Bumetanide Nasal Spray
625110,Deferoxamine Injection
625111,Pembrolizumab and Berahyaluronidase alfa-pmph Injection
625112,Cyclobenzaprine Sublingual
625113,Elinzanetant
625114,Iloprost Injection
625115,Phenylephrine Ophthalmic
625116,Remibrutinib
625117,Tropicamide Ophthalmic
625118,Fosfomycin Injection
625119,Riboflavin 5'-phosphate ophthalmic
626001,Glycerol Phenylbutyrate
626002,Milrinone Injection
626003,Ketamine Injection
626004,Tobramycin Oral Inhalation
626005,Ziftomenib
626006,Plozasiran Injection
626007,Sevabertinib
626008,Sibeprenlimab-szsi Injection
626009,Onasemnogene abeparvovec-xioi Injection
626010,Doxecitine and doxribtimine
626011,Berotralstat
626012,Omidubicel-onlv Injection
626013,Phendimetrazine
626014,Benzphetamine
626015,Etripamil nasal spray
626016,Etuvetidigene autotemcel injection
626017,Zoliflodacin
626018,Lerodalcibep-liga Injection
626019,Depemokimab-ulaa Injection
626020,Anti-thymocyte Globulin (Rabbit) Injection
626021,Aficamten
626023,Ferric Maltol
626024,Tradipitant
626025,Narsoplimab-wuug Injection
626026,Phytonadione Injection
626027,Copper Histidinate Injection
626028,Multivitamin
626029,Thyrotropin alfa Injection
626030,Carbachol and Brimonidine Ophthalmic
626031,Bupivacaine and Meloxicam
626032,Difamilast Topical
626033,Milsaperidone
